Resource,Derating_Factor_1
BESS_6297_GF,0.8
BESS_12672_GF,0.8
BESS_12671_GF,0.8
BESS_6296_GF,0.8
BESS_12670_GF,0.8
BESS_12669_GF,0.8
BESS_4103_GF,0.8
BESS_12507_GF,0.8
BESS_1052_GF,0.8
BESS_12645_GF,0.8
BESS_12644_GF,0.8
BESS_6260_GF,0.8
BESS_12628_GF,0.8
BESS_6259_GF,0.8
BESS_12627_GF,0.8
BESS_12626_GF,0.8
BESS_6258_GF,0.8
BESS_6257_GF,0.8
BESS_1051_GF,0.8
BESS_6254_GF,0.8
BESS_12616_GF,0.8
BESS_12614_GF,0.8
BESS_12612_GF,0.8
BESS_2118_GF,0.8
BESS_12611_GF,0.8
BESS_12610_GF,0.8
BESS_6242_GF,0.8
BESS_12643_GF,0.8
BESS_13376_GF,0.8
BESS_13345_GF,0.8
BESS_13344_GF,0.8
BESS_13336_GF,0.8
BESS_13327_GF,0.8
BESS_4102_GF,0.8
BESS_13324_GF,0.8
BESS_12589_GF,0.8
BESS_13323_GF,0.8
BESS_13307_GF,0.8
BESS_13305_GF,0.8
BESS_13303_GF,0.8
BESS_13298_GF,0.8
BESS_6168_GF,0.8
BESS_6116_GF,0.8
BESS_13233_GF,0.8
BESS_13231_GF,0.8
BESS_13229_GF,0.8
BESS_13227_GF,0.8
BESS_13225_GF,0.8
BESS_13223_GF,0.8
BESS_13221_GF,0.8
BESS_13219_GF,0.8
BESS_13182_GF,0.8
BESS_4068_GF,0.8
BESS_4067_GF,0.8
BESS_4065_GF,0.8
BESS_13128_GF,0.8
BESS_6027_GF,0.8
BESS_8141_GF,0.8
BESS_13094_GF,0.8
BESS_13090_GF,0.8
BESS_13088_GF,0.8
BESS_13086_GF,0.8
BESS_13332_GF,0.8
BESS_13338_GF,0.8
BESS_13340_GF,0.8
BESS_13028_GF,0.8
BESS_12993_GF,0.8
BESS_4007_GF,0.8
BESS_12969_GF,0.8
BESS_3120_GF,0.8
BESS_12944_GF,0.8
BESS_12881_GF,0.8
BESS_12786_GF,0.8
BESS_12782_GF,0.8
BESS_12759_GF,0.8
BESS_1033_GF,0.8
BESS_12720_GF,0.8
BESS_12711_GF,0.8
BESS_12680_GF,0.8
BESS_4111_GF,0.8
BESS_12666_GF,0.8
BESS_12662_GF,0.8
BESS_13428_GF,0.8
BESS_13427_GF,0.8
BESS_13425_GF,0.8
BESS_12658_GF,0.8
BESS_13415_GF,0.8
BESS_13412_GF,0.8
BESS_13403_GF,0.8
BESS_12641_GF,0.8
BESS_13389_GF,0.8
BESS_13386_GF,0.8
BESS_5049_GF,0.8
BESS_12727_GF,0.8
BESS_12726_GF,0.8
BESS_12725_GF,0.8
BESS_12723_GF,0.8
BESS_12722_GF,0.8
BESS_12525_GF,0.8
BESS_12524_GF,0.8
BESS_6080_GF,0.8
BESS_6079_GF,0.8
BESS_6078_GF,0.8
BESS_12504_GF,0.8
BESS_12503_GF,0.8
BESS_12502_GF,0.8
BESS_8088_GF,0.8
BESS_8087_GF,0.8
BESS_8071_GF,0.8
BESS_8070_GF,0.8
BESS_5360_GF,0.8
BESS_4030_GF,0.8
BESS_4026_GF,0.8
BESS_7349_GF,0.8
BESS_12777_GF,0.8
BESS_12776_GF,0.8
WAT_6083_2,1.0
WAT_6137_3,1.0
WAT_6082_1,1.0
WAT_4045_1,1.0
WAT_5290_2,1.0
WAT_5290_1,1.0
WAT_2063_2,1.0
WAT_3106_2,1.0
WAT_3014_1,1.0
WAT_4047_3,1.0
WAT_6214_2,1.0
WAT_2063_1,1.0
WAT_6213_1,1.0
WAT_13391_1,1.0
WAT_13393_1,1.0
WAT_13393_2,1.0
WAT_13391_2,1.0
WAT_4046_2,1.0
WAT_6137_1,1.0
