Load
Number of Bus,Name of Bus,Area Name of Load,Zone Name of Load,ID,Status,MW,Mvar,MVA,S MW,S Mvar,Dist Status,Dist MW Input,Dist Mvar Input
2030,BONHAM 0,North,1,1,Closed,4.09,0.03,4.09,4.09,0.03,Closed,0.00,0.00
4189,CARRIZO SPRINGS 0,South,1,2,Closed,4.04,1.14,4.20,4.04,1.14,Closed,0.00,0.00
7152,HOUSTON 51 0,Coast,1,1,Closed,4.04,1.87,4.45,4.04,1.87,Closed,0.00,0.00
6059,D HANIS 0,South Central,1,1,Closed,4.04,0.97,4.15,4.04,0.97,Closed,0.00,0.00
2026,WHEELER 0,North,1,1,Closed,4.00,2.66,4.80,4.00,2.66,Closed,0.00,0.00
1055,ODONNELL 0,Far West,1,1,Closed,3.98,1.13,4.13,3.98,1.13,Closed,0.00,0.00
7153,PALACIOS 0,Coast,1,5,Closed,3.91,1.11,4.06,3.91,1.11,Closed,0.00,0.00
8032,SHIRO 2,East,1,1,Closed,3.88,1.10,4.03,3.88,1.10,Closed,0.00,0.00
6116,TAYLOR 0,South Central,1,1,Closed,3.87,1.10,4.02,3.87,1.10,Closed,0.00,0.00
3115,ROTAN 0,West,1,2,Closed,3.84,2.99,4.87,3.84,2.99,Closed,0.00,0.00
5155,STRAWN 0,North Central,1,1,Closed,3.83,1.05,3.97,3.83,1.05,Closed,0.00,0.00
5247,KOPPERL 0,North Central,1,1,Closed,3.82,0.92,3.93,3.82,0.92,Closed,0.00,0.00
5182,GATESVILLE 2 0,North Central,1,1,Closed,3.82,1.34,4.05,3.82,1.34,Closed,0.00,0.00
2029,SILVERTON 0,North,1,1,Closed,3.82,0.91,3.92,3.82,0.91,Closed,0.00,0.00
3069,OVALO 0,West,1,1,Closed,3.81,1.08,3.96,3.81,1.08,Closed,0.00,0.00
5190,GORDON 0,North Central,1,1,Closed,3.80,0.96,3.92,3.80,0.96,Closed,0.00,0.00
8137,POLLOK 0,East,1,3,Closed,3.79,1.76,4.18,3.79,1.76,Closed,0.00,0.00
3042,SILVER 1,West,1,2,Closed,3.74,1.06,3.89,3.74,1.06,Closed,0.00,0.00
5473,NEMO 0,North Central,1,1,Closed,3.70,-0.03,3.70,3.70,-0.03,Closed,0.00,0.00
2050,PATTONVILLE 0,North,1,1,Closed,3.66,1.04,3.80,3.66,1.04,Closed,0.00,0.00
2121,BAGWELL 0,North,1,1,Closed,3.65,0.50,3.69,3.65,0.50,Closed,0.00,0.00
7129,LOLITA 0,Coast,1,1,Closed,3.62,1.03,3.76,3.62,1.03,Closed,0.00,0.00
5209,WALNUT SPRINGS 0,North Central,1,1,Closed,3.59,1.02,3.73,3.59,1.02,Closed,0.00,0.00
6125,SUTHERLAND SPRINGS 0,South Central,1,1,Closed,3.57,0.73,3.64,3.57,0.73,Closed,0.00,0.00
2037,LINDSAY 0,North,1,2,Closed,3.53,0.80,3.61,3.53,0.80,Closed,0.00,0.00
5110,PALO PINTO 2 0,North Central,1,1,Closed,3.44,0.97,3.58,3.44,0.97,Closed,0.00,0.00
3130,SAN ANGELO 3 0,West,1,1,Closed,3.43,0.97,3.56,3.43,0.97,Closed,0.00,0.00
1054,STANTON 0,Far West,1,1,Closed,3.43,0.50,3.47,3.43,0.50,Closed,0.00,0.00
8119,HENDERSON 1 0,East,1,1,Closed,3.33,2.18,3.98,3.33,2.18,Closed,0.00,0.00
6327,WEIMAR 0,South Central,1,1,Closed,3.33,0.84,3.44,3.33,0.84,Closed,0.00,0.00
4018,WOODSBORO 0,South,1,1,Closed,3.32,2.02,3.89,3.32,2.02,Closed,0.00,0.00
2086,MONTAGUE 0,North,1,1,Closed,3.31,0.62,3.37,3.31,0.62,Closed,0.00,0.00
6253,YORKTOWN 0,South Central,1,1,Closed,3.29,1.26,3.52,3.29,1.26,Closed,0.00,0.00
7182,PATTISON 0,Coast,1,1,Closed,3.26,0.59,3.31,3.26,0.59,Closed,0.00,0.00
8066,DIKE 0,East,1,1,Closed,3.23,0.92,3.36,3.23,0.92,Closed,0.00,0.00
5127,JONESBORO 0,North Central,1,1,Closed,3.21,-0.21,3.22,3.21,-0.21,Closed,0.00,0.00
5075,EVANT 0,North Central,1,2,Closed,3.19,0.90,3.31,3.19,0.90,Closed,0.00,0.00
4124,FALFURRIAS 0,South,1,1,Closed,3.14,0.89,3.26,3.14,0.89,Closed,0.00,0.00
2064,SUMNER 0,North,1,2,Closed,3.10,1.23,3.33,3.10,1.23,Closed,0.00,0.00
7294,PORT BOLIVAR 0,Coast,1,1,Closed,3.07,0.44,3.10,3.07,0.44,Closed,0.00,0.00
5270,WEST 0,North Central,1,1,Closed,3.04,0.86,3.16,3.04,0.86,Closed,0.00,0.00
1012,SANDERSON 0,Far West,1,1,Closed,2.99,0.85,3.10,2.99,0.85,Closed,0.00,0.00
2066,ASPERMONT 0,North,1,2,Closed,2.97,0.72,3.06,2.97,0.72,Closed,0.00,0.00
4167,HARGILL 0,South,1,2,Closed,2.97,0.84,3.09,2.97,0.84,Closed,0.00,0.00
4188,QUEMADO 0,South,1,1,Closed,2.97,0.84,3.08,2.97,0.84,Closed,0.00,0.00
1028,COAHOMA 0,Far West,1,4,Closed,2.94,0.83,3.05,2.94,0.83,Closed,0.00,0.00
6189,COLUMBUS 1,South Central,1,1,Closed,2.93,0.83,3.05,2.93,0.83,Closed,0.00,0.00
8072,PALESTINE 2 0,East,1,1,Closed,2.89,0.81,3.00,2.89,0.81,Closed,0.00,0.00
1016,GARDEN CITY 0,Far West,1,1,Closed,2.89,0.82,3.00,2.89,0.82,Closed,0.00,0.00
5267,MC GREGOR 0,North Central,1,1,Closed,2.89,-0.51,2.93,2.89,-0.51,Closed,0.00,0.00
6252,JOHNSON CITY 0,South Central,1,1,Closed,2.87,0.63,2.94,2.87,0.63,Closed,0.00,0.00
3128,LORAINE 2 0,West,1,1,Closed,2.82,0.80,2.93,2.82,0.80,Closed,0.00,0.00
3101,BUCHANAN DAM 2 0,West,1,2,Closed,2.79,0.79,2.90,2.79,0.79,Closed,0.00,0.00
4031,SAN YGNACIO 0,South,1,1,Closed,2.75,0.78,2.86,2.75,0.78,Closed,0.00,0.00
6103,WINCHESTER 2,South Central,1,1,Closed,2.73,0.77,2.83,2.73,0.77,Closed,0.00,0.00
5425,DALLAS 40 0,North Central,1,1,Closed,2.69,0.40,2.72,2.69,0.40,Closed,0.00,0.00
5094,BARDWELL 0,North Central,1,1,Closed,2.66,1.39,3.01,2.66,1.39,Closed,0.00,0.00
4068,ELSA 0,South,1,1,Closed,2.65,1.38,2.98,2.65,1.38,Closed,0.00,0.00
6206,LEXINGTON 0,South Central,1,2,Closed,2.55,0.72,2.65,2.55,0.72,Closed,0.00,0.00
5286,DUBLIN 2 0,North Central,1,2,Closed,2.54,0.72,2.64,2.54,0.72,Closed,0.00,0.00
4043,FALCON HEIGHTS 2 0,South,1,1,Closed,2.47,0.74,2.58,2.47,0.74,Closed,0.00,0.00
2090,ANNONA 0,North,1,1,Closed,2.42,0.69,2.52,2.42,0.69,Closed,0.00,0.00
7129,LOLITA 0,Coast,1,2,Closed,2.42,0.43,2.46,2.42,0.43,Closed,0.00,0.00
5150,BRYSON 2 0,North Central,1,3,Closed,2.41,0.68,2.51,2.41,0.68,Closed,0.00,0.00
5421,JOSEPHINE 0,North Central,1,1,Closed,2.37,0.57,2.44,2.37,0.57,Closed,0.00,0.00
4189,CARRIZO SPRINGS 0,South,1,1,Closed,2.36,0.67,2.45,2.36,0.67,Closed,0.00,0.00
4167,HARGILL 0,South,1,1,Closed,2.34,0.66,2.43,2.34,0.66,Closed,0.00,0.00
5471,MINGUS 0,North Central,1,1,Closed,2.33,0.41,2.36,2.33,0.41,Closed,0.00,0.00
6346,LEMING 0,South Central,1,1,Closed,2.30,0.65,2.39,2.30,0.65,Closed,0.00,0.00
5127,JONESBORO 0,North Central,1,2,Closed,2.28,1.35,2.65,2.28,1.35,Closed,0.00,0.00
6338,ROCKDALE 2 0,South Central,1,2,Closed,2.27,1.09,2.52,2.27,1.09,Closed,0.00,0.00
7149,BLOOMINGTON 0,Coast,1,3,Closed,2.25,0.45,2.29,2.25,0.45,Closed,0.00,0.00
6311,NEW ULM 0,South Central,1,1,Closed,2.22,1.04,2.45,2.22,1.04,Closed,0.00,0.00
1014,GRANDFALLS 0,Far West,1,1,Closed,2.22,0.63,2.31,2.22,0.63,Closed,0.00,0.00
2108,ROCHESTER 0,North,1,1,Closed,2.22,0.61,2.30,2.22,0.61,Closed,0.00,0.00
6195,INDUSTRY 0,South Central,1,2,Closed,2.17,0.48,2.22,2.17,0.48,Closed,0.00,0.00
7149,BLOOMINGTON 0,Coast,1,1,Closed,2.15,1.36,2.55,2.15,1.36,Closed,0.00,0.00
4128,RIO GRANDE CITY 0,South,1,1,Closed,2.15,0.61,2.23,2.15,0.61,Closed,0.00,0.00
4087,CORPUS CHRISTI 5 0,South,1,1,Closed,2.08,0.03,2.08,2.08,0.03,Closed,0.00,0.00
6129,MEDINA 0,South Central,1,1,Closed,2.06,0.30,2.08,2.06,0.30,Closed,0.00,0.00
5193,KILLEEN 4 1,North Central,1,1,Closed,2.03,1.28,2.40,2.03,1.28,Closed,0.00,0.00
1036,CRANE 0,Far West,1,1,Closed,2.03,0.29,2.05,2.03,0.29,Closed,0.00,0.00
4164,GRULLA 0,South,1,1,Closed,2.03,0.57,2.10,2.03,0.57,Closed,0.00,0.00
3144,ROWENA 0,West,1,3,Closed,2.00,0.57,2.08,2.00,0.57,Closed,0.00,0.00
3145,TRENT 2 0,West,1,2,Closed,1.99,0.56,2.06,1.99,0.56,Closed,0.00,0.00
4064,CORPUS CHRISTI 2 0,South,1,1,Closed,1.98,2.50,3.19,1.98,2.50,Closed,0.00,0.00
4175,LAREDO 2 0,South,1,1,Closed,1.94,1.01,2.19,1.94,1.01,Closed,0.00,0.00
6357,DEVINE 0,South Central,1,1,Closed,1.94,0.55,2.02,1.94,0.55,Closed,0.00,0.00
6237,BURLINGTON 0,South Central,1,1,Closed,1.88,0.53,1.95,1.88,0.53,Closed,0.00,0.00
3144,ROWENA 0,West,1,2,Closed,1.87,0.53,1.94,1.87,0.53,Closed,0.00,0.00
6221,FALLS CITY 0,South Central,1,2,Closed,1.86,0.53,1.93,1.86,0.53,Closed,0.00,0.00
2026,WHEELER 0,North,1,2,Closed,1.85,-0.12,1.86,1.85,-0.12,Closed,0.00,0.00
8106,MOUNT PLEASANT 2 1,East,1,4,Closed,1.83,0.52,1.91,1.83,0.52,Closed,0.00,0.00
5004,KERENS 0,North Central,1,1,Closed,1.81,0.51,1.89,1.81,0.51,Closed,0.00,0.00
6329,NORDHEIM 0,South Central,1,1,Closed,1.79,0.22,1.80,1.79,0.22,Closed,0.00,0.00
6209,MICO 0,South Central,1,1,Closed,1.77,0.70,1.91,1.77,0.70,Closed,0.00,0.00
6029,RUNGE 0,South Central,1,1,Closed,1.77,0.50,1.84,1.77,0.50,Closed,0.00,0.00
5473,NEMO 0,North Central,1,2,Closed,1.77,0.50,1.84,1.77,0.50,Closed,0.00,0.00
3142,GOODFELLOW AFB 0,West,1,1,Closed,1.76,0.29,1.79,1.76,0.29,Closed,0.00,0.00
4111,HARLINGEN 2 0,South,1,1,Closed,1.74,0.38,1.78,1.74,0.38,Closed,0.00,0.00
8093,COOKVILLE 0,East,1,1,Closed,1.70,1.39,2.20,1.70,1.39,Closed,0.00,0.00
8040,MURCHISON 0,East,1,2,Closed,1.69,0.71,1.83,1.69,0.71,Closed,0.00,0.00
3144,ROWENA 0,West,1,1,Closed,1.68,0.96,1.94,1.68,0.96,Closed,0.00,0.00
2033,LEONARD 0,North,1,1,Closed,1.65,0.45,1.71,1.65,0.45,Closed,0.00,0.00
8114,JACKSONVILLE 1 2,East,1,1,Closed,1.63,0.46,1.70,1.63,0.46,Closed,0.00,0.00
1030,ALPINE 0,Far West,1,2,Closed,1.58,0.20,1.59,1.58,0.20,Closed,0.00,0.00
5174,MALONE 0,North Central,1,2,Closed,1.57,0.44,1.63,1.57,0.44,Closed,0.00,0.00
6284,SAN ANTONIO 16 0,South Central,1,1,Closed,1.56,0.30,1.59,1.56,0.30,Closed,0.00,0.00
4191,RAYMONDVILLE 0,South,1,1,Closed,1.54,0.44,1.61,1.54,0.44,Closed,0.00,0.00
2031,MATADOR 0,North,1,1,Closed,1.54,0.99,1.83,1.54,0.99,Closed,0.00,0.00
1013,MONAHANS 2 0,Far West,1,2,Closed,1.52,0.43,1.58,1.52,0.43,Closed,0.00,0.00
4129,PREMONT 0,South,1,3,Closed,1.52,0.43,1.57,1.52,0.43,Closed,0.00,0.00
1028,COAHOMA 0,Far West,1,1,Closed,1.43,0.40,1.48,1.43,0.40,Closed,0.00,0.00
6326,SOMERVILLE 0,South Central,1,1,Closed,1.43,0.65,1.57,1.43,0.65,Closed,0.00,0.00
2031,MATADOR 0,North,1,2,Closed,1.42,0.36,1.47,1.42,0.36,Closed,0.00,0.00
4006,BRUNI 2 0,South,1,2,Closed,1.42,0.91,1.69,1.42,0.91,Closed,0.00,0.00
3021,LUEDERS 0,West,1,2,Closed,1.42,0.40,1.47,1.42,0.40,Closed,0.00,0.00
4006,BRUNI 2 0,South,1,1,Closed,1.33,0.38,1.38,1.33,0.38,Closed,0.00,0.00
5256,FORRESTON 0,North Central,1,1,Closed,1.30,0.16,1.31,1.30,0.16,Closed,0.00,0.00
3036,RICHLAND SPRINGS 0,West,1,1,Closed,1.30,1.03,1.66,1.30,1.03,Closed,0.00,0.00
4144,ORANGE GROVE 0,South,1,1,Closed,1.27,4.63,4.81,1.27,4.63,Closed,0.00,0.00
1028,COAHOMA 0,Far West,1,2,Closed,1.27,0.21,1.29,1.27,0.21,Closed,0.00,0.00
6013,SAN ANTONIO 42 0,South Central,1,1,Closed,1.27,0.10,1.27,1.27,0.10,Closed,0.00,0.00
5150,BRYSON 2 0,North Central,1,2,Closed,1.26,0.36,1.31,1.26,0.36,Closed,0.00,0.00
3005,LEAKEY 0,West,1,1,Closed,1.23,0.03,1.23,1.23,0.03,Closed,0.00,0.00
4148,THREE RIVERS 0,South,1,1,Closed,1.22,0.43,1.29,1.22,0.43,Closed,0.00,0.00
4175,LAREDO 2 0,South,1,2,Closed,1.21,-0.04,1.21,1.21,-0.04,Closed,0.00,0.00
4155,SULLIVAN CITY 0,South,1,1,Closed,1.21,0.34,1.25,1.21,0.34,Closed,0.00,0.00
4119,ROMA 0,South,1,1,Closed,1.19,-0.04,1.19,1.19,-0.04,Closed,0.00,0.00
6029,RUNGE 0,South Central,1,3,Closed,1.17,0.33,1.22,1.17,0.33,Closed,0.00,0.00
4149,ROCKPORT 0,South,1,1,Closed,1.14,0.32,1.18,1.14,0.32,Closed,0.00,0.00
4178,GOLIAD 0,South,1,1,Closed,1.08,0.31,1.12,1.08,0.31,Closed,0.00,0.00
5171,MERTENS 0,North Central,1,1,Closed,1.06,0.19,1.08,1.06,0.19,Closed,0.00,0.00
6311,NEW ULM 0,South Central,1,2,Closed,1.06,0.66,1.25,1.06,0.66,Closed,0.00,0.00
7219,HUNGERFORD 0,Coast,1,1,Closed,1.02,0.29,1.06,1.02,0.29,Closed,0.00,0.00
2035,KNOX CITY 0,North,1,2,Closed,1.02,0.58,1.17,1.02,0.58,Closed,0.00,0.00
4002,LAUGHLIN A F B 0,South,1,1,Closed,1.01,0.61,1.18,1.01,0.61,Closed,0.00,0.00
2066,ASPERMONT 0,North,1,3,Closed,0.97,0.46,1.07,0.97,0.46,Closed,0.00,0.00
6195,INDUSTRY 0,South Central,1,1,Closed,0.97,0.27,1.01,0.97,0.27,Closed,0.00,0.00
3012,WILLOW CITY 0,West,1,1,Closed,0.97,0.16,0.98,0.97,0.16,Closed,0.00,0.00
3145,TRENT 2 0,West,1,1,Closed,0.95,0.27,0.99,0.95,0.27,Closed,0.00,0.00
2037,LINDSAY 0,North,1,1,Closed,0.95,0.72,1.20,0.95,0.72,Closed,0.00,0.00
7012,SIMONTON 0,Coast,1,1,Closed,0.94,0.65,1.14,0.94,0.65,Closed,0.00,0.00
7392,BAYTOWN 4 0,Coast,1,1,Closed,0.94,-0.02,0.94,0.94,-0.02,Closed,0.00,0.00
3130,SAN ANGELO 3 0,West,1,2,Closed,0.93,0.26,0.97,0.93,0.26,Closed,0.00,0.00
1087,SHEFFIELD 0,Far West,1,1,Closed,0.91,0.26,0.94,0.91,0.26,Closed,0.00,0.00
1054,STANTON 0,Far West,1,2,Closed,0.90,0.15,0.91,0.90,0.15,Closed,0.00,0.00
2049,ELECTRA 0,North,1,1,Closed,0.89,0.14,0.90,0.89,0.14,Closed,0.00,0.00
3051,DEL RIO 1,West,1,1,Closed,0.84,0.24,0.88,0.84,0.24,Closed,0.00,0.00
4055,CORPUS CHRISTI 9 0,South,1,1,Closed,0.83,0.46,0.95,0.83,0.46,Closed,0.00,0.00
1089,LAMESA 0,Far West,1,1,Closed,0.83,0.24,0.86,0.83,0.24,Closed,0.00,0.00
3005,LEAKEY 0,West,1,2,Closed,0.82,0.62,1.03,0.82,0.62,Closed,0.00,0.00
1027,MIDLAND 2 0,Far West,1,1,Closed,0.82,0.63,1.03,0.82,0.63,Closed,0.00,0.00
3008,COLEMAN 0,West,1,2,Closed,0.81,0.23,0.85,0.81,0.23,Closed,0.00,0.00
5075,EVANT 0,North Central,1,1,Closed,0.77,0.12,0.78,0.77,0.12,Closed,0.00,0.00
5484,CROSS PLAINS 0,North Central,1,1,Closed,0.77,0.17,0.79,0.77,0.17,Closed,0.00,0.00
5150,BRYSON 2 0,North Central,1,1,Closed,0.71,0.37,0.80,0.71,0.37,Closed,0.00,0.00
1068,MIDLAND 1 0,Far West,1,1,Closed,0.69,-0.13,0.70,0.69,-0.13,Closed,0.00,0.00
2049,ELECTRA 0,North,1,2,Closed,0.68,0.16,0.69,0.68,0.16,Closed,0.00,0.00
1013,MONAHANS 2 0,Far West,1,1,Closed,0.66,0.20,0.69,0.66,0.20,Closed,0.00,0.00
5286,DUBLIN 2 0,North Central,1,3,Closed,0.64,0.18,0.67,0.64,0.18,Closed,0.00,0.00
7153,PALACIOS 0,Coast,1,4,Closed,0.60,0.15,0.62,0.60,0.15,Closed,0.00,0.00
4173,REFUGIO 0,South,1,1,Closed,0.59,0.32,0.67,0.59,0.32,Closed,0.00,0.00
8032,SHIRO 2,East,1,2,Closed,0.59,-0.09,0.60,0.59,-0.09,Closed,0.00,0.00
8118,CROCKETT 0,East,1,1,Closed,0.59,0.17,0.61,0.59,0.17,Closed,0.00,0.00
7020,NURSERY 2,Coast,1,1,Closed,0.58,0.30,0.65,0.58,0.30,Closed,0.00,0.00
4129,PREMONT 0,South,1,2,Closed,0.55,0.04,0.55,0.55,0.04,Closed,0.00,0.00
3021,LUEDERS 0,West,1,1,Closed,0.52,0.15,0.55,0.52,0.15,Closed,0.00,0.00
4038,BEEVILLE 0,South,1,2,Closed,0.52,0.15,0.55,0.52,0.15,Closed,0.00,0.00
3139,WINTERS 0,West,1,1,Closed,0.48,0.14,0.50,0.48,0.14,Closed,0.00,0.00
3103,SWEETWATER 5 0,West,1,1,Closed,0.47,0.09,0.48,0.47,0.09,Closed,0.00,0.00
5048,MANSFIELD 1,North Central,1,1,Closed,0.46,0.13,0.47,0.46,0.13,Closed,0.00,0.00
8106,MOUNT PLEASANT 2 1,East,1,3,Closed,0.43,0.34,0.54,0.43,0.34,Closed,0.00,0.00
7393,VAN VLECK 0,Coast,1,1,Closed,0.39,0.11,0.41,0.39,0.11,Closed,0.00,0.00
7275,VICTORIA 3 1,Coast,1,1,Closed,0.36,0.10,0.38,0.36,0.10,Closed,0.00,0.00
5328,RIESEL 2 0,North Central,1,1,Closed,0.32,0.09,0.34,0.32,0.09,Closed,0.00,0.00
7299,EAGLE LAKE 0,Coast,1,2,Closed,0.32,0.09,0.33,0.32,0.09,Closed,0.00,0.00
7306,WHARTON 1 2,Coast,1,1,Closed,0.31,0.05,0.31,0.31,0.05,Closed,0.00,0.00
8144,STREETMAN 0,East,1,1,Closed,0.28,0.08,0.29,0.28,0.08,Closed,0.00,0.00
2010,VERNON 2 0,North,1,4,Closed,0.25,0.11,0.28,0.25,0.11,Closed,0.00,0.00
7302,SWEENY 0,Coast,1,1,Closed,0.23,0.04,0.24,0.23,0.04,Closed,0.00,0.00
7219,HUNGERFORD 0,Coast,1,2,Closed,0.23,0.07,0.24,0.23,0.07,Closed,0.00,0.00
3140,GOLDSBORO 0,West,1,1,Closed,0.22,0.18,0.28,0.22,0.18,Closed,0.00,0.00
3114,SAN ANGELO 2 0,West,1,1,Closed,0.22,0.04,0.22,0.22,0.04,Closed,0.00,0.00
3146,JUNCTION 0,West,1,1,Closed,0.20,0.06,0.21,0.20,0.06,Closed,0.00,0.00
8011,TENNESSEE COLONY 0,East,1,1,Closed,0.20,0.06,0.21,0.20,0.06,Closed,0.00,0.00
7153,PALACIOS 0,Coast,1,1,Closed,0.18,0.05,0.19,0.18,0.05,Closed,0.00,0.00
4148,THREE RIVERS 0,South,1,2,Closed,0.14,0.11,0.18,0.14,0.11,Closed,0.00,0.00
4053,ARMSTRONG 2 0,South,1,1,Closed,0.11,0.05,0.12,0.11,0.05,Closed,0.00,0.00
7153,PALACIOS 0,Coast,1,3,Closed,0.11,0.03,0.12,0.11,0.03,Closed,0.00,0.00
3101,BUCHANAN DAM 2 0,West,1,1,Closed,0.10,0.01,0.11,0.10,0.01,Closed,0.00,0.00
1018,NOTREES 0,Far West,1,1,Closed,0.08,0.02,0.08,0.08,0.02,Closed,0.00,0.00
1046,OZONA 0,Far West,1,1,Closed,0.01,-0.00,0.01,0.01,-0.00,Closed,0.00,0.00
5425,DALLAS 40 0,North Central,1,2,Closed,0.00,0.00,0.00,0.00,0.00,Closed,0.00,0.00
5340,DALLAS 29 0,North Central,1,2,Closed,0.00,0.00,0.00,0.00,0.00,Closed,0.00,0.00
5280,TEMPLE 1 1,North Central,1,1,Closed,0.00,0.00,0.00,0.00,0.00,Closed,0.00,0.00
